"","NOME","URL","PRECO"
"77","Vista para o mar de Copacabana","https://www.airbnb.com.br/rooms/861082839037631285?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-21&check_out=2023-11-26&source_impression_id=p3_1697667392_mwgIQHxUqCPXncbD&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.223"
"78","Entre dois paraísos - Arpoador","https://www.airbnb.com.br/rooms/957841509276495914?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-26&check_out=2023-10-31&source_impression_id=p3_1697667392_n6nc%2FUhjNAaOmMq%2F&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.649"
"79","Apartamento encantador em Copacabana junto a praia","https://www.airbnb.com.br/rooms/52633073?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667392_RIaUh70OvrvdfIW%2B&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.031"
"80","The View Botafogo","https://www.airbnb.com.br/rooms/53924193?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667392_ZceLzYgKQIFhXGDT&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.500"
"81","Studio in Lapa-Rio de Janeiro","https://www.airbnb.com.br/rooms/53589927?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-26&check_out=2023-10-31&source_impression_id=p3_1697667392_ctm%2BEIXuYLyXnbr7&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$664"
"82","Meu refúgio em Copa","https://www.airbnb.com.br/rooms/985581442360141109?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-30&check_out=2023-12-05&source_impression_id=p3_1697667392_JoiPxIwRGCGuweQx&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.592"
"83","Estúdio Love em Copacabana","https://www.airbnb.com.br/rooms/976035175567820180?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-11&check_out=2023-11-16&source_impression_id=p3_1697667392_tuaH3w1u42nfTn9X&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.266"
"84","Apartamento Praia Barra","https://www.airbnb.com.br/rooms/973308183840051797?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667392_Rf9abc25Fc6%2F513%2B&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.735"
"85","Localização Maravilhosa com Muito Conforto.","https://www.airbnb.com.br/rooms/44599438?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667392_j%2FlgOd2qjk0ddn4Z&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.031"
"86","Ap. com Vista para Praia de Copacabana","https://www.airbnb.com.br/rooms/977445231129046660?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-27&check_out=2023-12-02&source_impression_id=p3_1697667392_AKSh6UMSYoFFxwJp&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.622"
"87","Aconchegante apto na Rua do Catete para famílias","https://www.airbnb.com.br/rooms/569073149955021095?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667392_tKy0Wpfg%2FIZSmGmE&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.630"
"88","Apartamentinho das plantinhas - Lapa","https://www.airbnb.com.br/rooms/649175790907390909?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667392_TZMVcskzbUv1y2Cp&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.008"
"89","Apartamento magnífico perto da praia de Copacabana","https://www.airbnb.com.br/rooms/54079613?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667392_ZLubILvkpZFSapZw&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.357"
"90","Studio LEME by COPACABANA BEACH","https://www.airbnb.com.br/rooms/24115982?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-16&check_out=2023-12-21&source_impression_id=p3_1697667392_9NJMznMqmifQsjbF&previous_page_section_name=1000&federated_search_id=210be502-2dd0-487c-b772-8906f9a380f3","R$1.203"
"91","Casa Branca Vidigal 2 Com piscina","https://www.airbnb.com.br/rooms/46865252?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667461_TlfYO4ojJ4NrlcNg&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.592"
"92","Studio Leblon 303, Melhor localização 5min praia","https://www.airbnb.com.br/rooms/896972732839206459?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697667461_%2FbXlgXln%2FAcDNDm1&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.203"
"93","Ap. com Vista para Praia de Copacabana","https://www.airbnb.com.br/rooms/977445231129046660?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-27&check_out=2023-12-02&source_impression_id=p3_1697667461_Q3ZBBfGoX94ywDO8&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.622"
"94","Apartamento aconchegante e charmoso perto do metrô e da Lapa","https://www.airbnb.com.br/rooms/54037378?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667461_9c5zUA%2FCLfNY2QnA&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$999"
"95","300m Selaron, Arcos da Lapa, Consulado, metrô","https://www.airbnb.com.br/rooms/839098316219823624?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667461_%2BkW3JYayIQEa%2Byb0&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.297"
"96","Cobertura Flamengo Perto: Praia, aeroporto, metrô","https://www.airbnb.com.br/rooms/874595503862935621?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667461_NehnR4Pz1WdBNtz3&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.661"
"97","Quarto e sala entre Copacabana e Ipanema Arpoador","https://www.airbnb.com.br/rooms/18670629?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667461_4djF66F6%2FS9P%2FFVk&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.638"
"98","Apê Copacabana, Posto 5 - Av. Nossa Senhora","https://www.airbnb.com.br/rooms/686842508177430994?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667461_JwzKqAi8%2FfPNh8Y4&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.648"
"99","SuhcasaCopacabana 30 Magic Copa","https://www.airbnb.com.br/rooms/948533068530495814?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667461_Zlnw2YNMnIqbM9zO&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.225"
"100","Meu refúgio em Copa","https://www.airbnb.com.br/rooms/985581442360141109?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-30&check_out=2023-12-05&source_impression_id=p3_1697667461_PdIxEmNChk6lN5it&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.592"
"101","Apartamento aconchegante no Leme 200 m. da praia","https://www.airbnb.com.br/rooms/779880268768506427?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-09&check_out=2024-01-14&source_impression_id=p3_1697667461_upP58jaQp0H3JxC9&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.569"
"102","Casa 2 com vista para o mar e perto das praias","https://www.airbnb.com.br/rooms/53012036?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667461_THPpjZDGa0C0x%2Bhx&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.306"
"103","Apartamento aconchegante no Flamengo","https://www.airbnb.com.br/rooms/53130506?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667461_LTVMT1uX7Bb34Zey&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.608"
"104","Suhcasa Confort Bairro de Fátima - Lapa","https://www.airbnb.com.br/rooms/782757220009715683?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667461_XHXcbPW8v9Z9thRl&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$825"
"105","Quarto na melhor área da Taquara","https://www.airbnb.com.br/rooms/939031367957927569?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1701351381&check_in=2023-10-24&check_out=2023-10-29&source_impression_id=p3_1697667461_LwJzzurXqSBz2uQ9&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$481"
"106","Studio Amarelo - Ao lado do Metrô","https://www.airbnb.com.br/rooms/947696139449804666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-19&check_out=2023-11-24&source_impression_id=p3_1697667461_BIwvbP%2FzZXywx5Up&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$779"
"107","Casa em cond. com garagem.","https://www.airbnb.com.br/rooms/53288432?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697667461_39%2FVO%2B5AQ%2BqJUG5F&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$515"
"108","Leblon, Apto. Venha viver essa experiência!","https://www.airbnb.com.br/rooms/934618408752072865?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667461_SzJ%2Fstj%2BzRR5csn0&previous_page_section_name=1000&federated_search_id=a134c4a2-6338-41fa-b697-ebdee709e7a5","R$1.626"
"109","Lindo apartamento em frente a quinta da boa VISTA","https://www.airbnb.com.br/rooms/687074890420718693?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667532_Gu20lTM9WUYzLxWG&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$974"
"110","Studio natureza em Santa Teresa","https://www.airbnb.com.br/rooms/46102459?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697667532_eNSmsQIB2EqyRGMC&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$791"
"111","Apartamento Parque Olímpico Barra/Jeunesse Arena M","https://www.airbnb.com.br/rooms/14267105?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667532_Op37Z7Mb%2BP5ogMgm&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.369"
"112","Loft ótimo custo benefício em Niterói centro!","https://www.airbnb.com.br/rooms/557786998011950311?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-06&check_out=2023-11-11&source_impression_id=p3_1697667532_TwqZezdYo%2BnZSuRF&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$312"
"113","4. Gamboa RJ","https://www.airbnb.com.br/rooms/14341322?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-30&check_out=2024-02-04&source_impression_id=p3_1697667532_6bkzhc26SF9H9tNJ&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$767"
"114","Apartamento completo na Tijuca na quadra do metrô","https://www.airbnb.com.br/rooms/847880674428792730?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697667532_%2BB44vJuDjVWE7NXM&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.363"
"115","Quarto Solteiro","https://www.airbnb.com.br/rooms/822290264162769441?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1680090758&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667532_onsOzFy6WfsnD9t0&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$344"
"116","Studio Leblon 303, Melhor localização 5min praia","https://www.airbnb.com.br/rooms/896972732839206459?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-20&check_out=2023-10-25&source_impression_id=p3_1697667532_OmFb0Q9WlePkrZaw&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.203"
"117","Apto localizado ao lado do metrô na ZN do Rio","https://www.airbnb.com.br/rooms/707205120975420318?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667532_9qNQ2bJriyrY4Iju&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.117"
"118","Flat Executivo","https://www.airbnb.com.br/rooms/645394366040828590?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667532_9G8yuQfeJRrxLWnl&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.140"
"119","Loft tropical bem próximo à praia de Copacabana","https://www.airbnb.com.br/rooms/695784778861822042?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697667532_a3iklNWvB71uy7Fa&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.363"
"120","Studio Botafogo vista Corcovado","https://www.airbnb.com.br/rooms/790450563135579717?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667532_%2FwHdfw9RJDXkdrPJ&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.056"
"121","Blue Suíte","https://www.airbnb.com.br/rooms/827076114173797847?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1588181882&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667532_DXIU74DngmLEy2UO&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$401"
"122","Condomínio encantador no Leblon","https://www.airbnb.com.br/rooms/51082059?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667532_QsJXvMpHpTHtynAK&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.936"
"123","Casa 2 com vista para o mar e perto das praias","https://www.airbnb.com.br/rooms/53012036?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667532_zJ9UASXSfr6hcBf8&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.306"
"124","Sonhos no estúdio Suhcasa Flamengo","https://www.airbnb.com.br/rooms/822663611363610304?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1697667532_t92bHnqpPWZvgwgm&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.417"
"125","Kitnet independente a 30 metros do mar","https://www.airbnb.com.br/rooms/686714409959064734?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667532_Mjm6xEDBrLytnpEd&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$893"
"126","♥ Copacabana ♥ Princesinha do Mar ♥♥♥♥","https://www.airbnb.com.br/rooms/43238245?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-24&check_out=2023-11-29&source_impression_id=p3_1697667532_qQUaaXftivy%2Bbj04&previous_page_section_name=1000&federated_search_id=c379132a-334b-4188-b981-2fa0f26eb638","R$1.260"
"127","Apartamento em frente ao Rio Centro","https://www.airbnb.com.br/rooms/53689452?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667603_vynGLdZywD9xDIn7&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.500"
"128","Apartamento aconchegante no Flamengo","https://www.airbnb.com.br/rooms/53130506?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667603_IZz%2F3YwMSbDvyUyu&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.608"
"129","Retiro 206","https://www.airbnb.com.br/rooms/779840615799154891?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667603_tM18ctjfpn5ja6Mr&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.409"
"130","Copacabana Flat - 1 minuto da praia","https://www.airbnb.com.br/rooms/42175028?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667603_k5frmIeg5RjGwTqg&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.311"
"131","Apartamento 308 Jacarepaguá","https://www.airbnb.com.br/rooms/871701998402873457?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-24&check_out=2023-10-29&source_impression_id=p3_1697667603_BiZcP4vFYd93nZeL&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.074"
"132","Flat com cozinha. Rock in Rio, RioCentro, Pq Olímp","https://www.airbnb.com.br/rooms/551398180209011508?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-24&check_out=2023-10-29&source_impression_id=p3_1697667603_qqhV47u%2Be8xwd3iw&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.237"
"133","Loft inteira no Pechincha","https://www.airbnb.com.br/rooms/574729029318043128?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667603_8PT4f6NoELXViqG6&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$630"
"134","Apartamento em Rio de Janeiro - Praia do Flamengo","https://www.airbnb.com.br/rooms/945212452966573083?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-19&check_out=2023-12-24&source_impression_id=p3_1697667603_z2J63QsFZUoG%2FvFg&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.357"
"135","Suíte aconchegante em Curicica","https://www.airbnb.com.br/rooms/54125284?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1607131389&check_in=2023-10-27&check_out=2023-11-01&source_impression_id=p3_1697667603_ijZKvE6J15SG34FA&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$619"
"136","Apt aconchegante em Realengo- RJ/Vagas Rotativas","https://www.airbnb.com.br/rooms/919762246014595275?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667603_0LeobQRxDW58jZhR&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$802"
"137","Moderninho do Leme","https://www.airbnb.com.br/rooms/860036169312625381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-21&check_out=2023-10-26&source_impression_id=p3_1697667603_kwH5QZEL3GmeqrMr&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.588"
"138","Apto Conceito na Gávea!","https://www.airbnb.com.br/rooms/797597187502290706?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-20&check_out=2023-11-25&source_impression_id=p3_1697667603_Evmw9dObKnILlco0&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.237"
"139","The Sun, from Barra, Wi-Fi","https://www.airbnb.com.br/rooms/41030181?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-26&check_out=2023-10-31&source_impression_id=p3_1697667603_%2FN3mPt%2B7aRA5Fxs5&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.383"
"140","Temporada Recreio dos Bandeirantes","https://www.airbnb.com.br/rooms/821788689102333124?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667603_5GySH8GAQfA%2FXkb%2F&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$968"
"141","espetacular com vista praia botafogo","https://www.airbnb.com.br/rooms/830606860307638754?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667603_w9oFqL9bEWkdFCLT&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$2.520"
"142","Apartamento com uma linda vista","https://www.airbnb.com.br/rooms/557840658586367936?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667603_eNIL2CU0K%2B80jc7a&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.019"
"143","Casa Arthábio - prox. Parque Olímpico e Jeunesse","https://www.airbnb.com.br/rooms/622497827526906149?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-24&check_out=2023-10-29&source_impression_id=p3_1697667603_9skNc0MW61XodMH6&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.537"
"144","Palacete do Flamengo. Quadra da praia","https://www.airbnb.com.br/rooms/40653463?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667603_q1%2BE8WWfk3zWSj7J&previous_page_section_name=1000&federated_search_id=42057ccf-e553-475c-b204-fd621bcc049e","R$1.455"
"145","Ap. com Vista para Praia de Copacabana","https://www.airbnb.com.br/rooms/977445231129046660?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-27&check_out=2023-12-02&source_impression_id=p3_1697667674_0T4ldLEJjwTkYmoj&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$1.622"
"146","Loft no Centro do Rio de Janeiro (Cinelândia)","https://www.airbnb.com.br/rooms/686258772584033166?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-28&check_out=2023-11-02&source_impression_id=p3_1697667674_iTQVkMCrQfq0pmWJ&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$928"
"147","Apartamento aconchegante no Leme 200 m. da praia","https://www.airbnb.com.br/rooms/779880268768506427?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-09&check_out=2024-01-14&source_impression_id=p3_1697667674_IzEhPaC89bTN0ndg&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$1.569"
"148","Leblon, Metro, e Praia","https://www.airbnb.com.br/rooms/919812525991062670?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-18&check_out=2023-10-23&source_impression_id=p3_1697667674_h6zYSusS9fKuWlKQ&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$1.337"
"149","Areia, Praia e Metrô COPACABANA","https://www.airbnb.com.br/rooms/545078036364999355?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-27&source_impression_id=p3_1697667674_L1tMBtkEyZTPxP%2F4&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$939"
"150","Palacete do Flamengo. Quadra da praia","https://www.airbnb.com.br/rooms/40653463?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-19&check_out=2023-10-24&source_impression_id=p3_1697667674_yXJrtt3Qg0nBfSBL&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$1.455"
"151","Apartamentinho OÁSIS","https://www.airbnb.com.br/rooms/41807419?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1697667674_Mp4JmLS%2BP0pqg0W2&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$664"
"152","Cobertura! Quarto casal, banheiro, cozinha","https://www.airbnb.com.br/rooms/13622708?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-11-21&check_out=2023-11-26&source_impression_id=p3_1697667675_VW6h1ow5CeX7lrlt&previous_page_section_name=1000&federated_search_id=84a7f9b0-a232-4d7b-a033-e6c2153bcd5e","R$865"
